source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,samp_collect_device,deployment_date,collection_date,arms_unit_id,sampling_event,crate_cover,preservative,sampl_person,sampl_person_orcid,depth,replicate,rep_check,samp_fraction,size_filter,noteworthy_env_cond,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,images_in_PlutoF,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,1,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_52
ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,2,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_53
ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,3,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,shipped by accident; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_54
ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,4,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,NA,NA,NA,NA,NA,NA,NA,,,EMOBON_BPNS_Ha_55
ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF100_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,1,,MF,100,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_56
ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF100_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,2,,MF,100,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,NA,NA,NA,NA,NA,NA,NA,,,EMOBON_BPNS_Ha_57
ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF500_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,1,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_58
ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF500_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,2,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_59
ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF500_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERB,BPNS_CPowerB_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,3,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,shipped by accident; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_60
ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,1,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_61
ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,2,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_62
ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,3,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,shipped by accident; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_63
ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_4,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction SF40um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,4,,SF,40,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,NA,NA,NA,NA,NA,NA,NA,,,EMOBON_BPNS_Ha_64
ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,1,,MF,100,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_65
ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,2,,MF,100,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_66
ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF100um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,3,,MF,100,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,NA,NA,NA,NA,NA,NA,NA,,,EMOBON_BPNS_Ha_67
ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,1,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_68
ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_2,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,2,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,not sequenced due to low budget; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_69
ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_3,EMOBON metagenome  sample from station BPNS. ARMS deployed on 2023-10-23 collected on 2024-07-18. Size fraction MF500um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],2023-10-23 00:00:00,2024-07-18 00:00:00,CPOWERC,BPNS_CPowerC_Ha_220622_230905,Yes,DESS,Hanneloor Heynderickx,0000-0002-5611-837X,,3,,MF,500,,,,2024-07-18 00:00:00,,-80,Hanneloor Heynderickx,0000-0002-5611-837X,NA,NA,,Y,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,NA,NA,NA,NA,shipped by accident; returned to BPNS on 24/11/2025,,EMOBON_BPNS_Ha_70
ARMS_BelgiumCoast_20231023_20240718_SF40_Blank,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],,,Blank,,,,,,,,,,,,,,,,,,,,,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_71
ARMS_BelgiumCoast_20231023_20240718_MF100_Blank,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],,,Blank,,,,,,,,,,,,,,,,,,,,,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_72
ARMS_BelgiumCoast_20231023_20240718_MF500_Blank,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,cotton swab [OBI:0002821],autonomous reef monitoring structure [ENVO:01001855],,,Blank,,,,,,,,,,,,,,,,,,,,,,N,2025-01-27 00:00:00,2025-02-03 00:00:00,-20,2025-05-19 00:00:00,2025-05-21 00:00:00,batch_6,,,,EMOBON_BPNS_Ha_73
ARMS_BelgiumCoast_CPowerA_20240718_20250611_SF40_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERA,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_74
ARMS_BelgiumCoast_CPowerA_20240718_20250611_MF100_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERA,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_75
ARMS_BelgiumCoast_CPowerA_20240718_20250611_MF500_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERA,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_76
ARMS_BelgiumCoast_CPowerB_20240718_20250611_SF40_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERB,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_77
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF100_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERB,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_78
ARMS_BelgiumCoast_CPowerB_20240718_20250611_MF500_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERB,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_79
ARMS_BelgiumCoast_CPowerC_20240718_20250611_SF40_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,blended biomass derived from sessile communities colonising an autonomous reef monitoring structure [ENVO:01001863],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERC,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_80
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF100_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 100 micrometre mesh [ENVO:01001900],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERC,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_81
ARMS_BelgiumCoast_CPowerC_20240718_20250611_MF500_1,EMOBON metagenome  sample from station BPNS. ARMS deployed on  collected on . Size fraction um,256318,metagenome,metagenome,biomass derived from sieving motile communities present in the retrieval tub of an autonomous reef monitoring structure through a 500 micrometre mesh [ENVO:01001901],autonomous reef monitoring structure [ENVO:01001855],,,CPOWERC,,,,,,,,,,,,,,,,,,,,,,N,2025-10-07 00:00:00,2025-10-10 00:00:00,-20,2025-12-02 00:00:00,2025-12-04 00:00:00,batch_7,,,,EMOBON_BPNS_Ha_82
